Time,Latitude,Longitude,info 1,info 2,info 3
2024-08-21 09:19:25,44.9812370543032,-93.26869354123599,Adult,White,general
2024-08-21 09:19:26,44.981194666747925,-93.26871823298774,Adult,White,general
2024-08-21 09:19:27,44.98116350939311,-93.26874131191352,Adult,Asian,general
2024-08-21 09:19:28,44.98112973755026,-93.26876715738153,Adult,Asian,general
2024-08-21 09:19:29,44.981104548076246,-93.26877734250463,Adult,White,general
2024-08-21 09:19:30,44.98108652189495,-93.2687953577705,Adult,White,general
2024-08-21 09:19:31,44.98108246818263,-93.26882482401231,Adult,Black,general
2024-08-21 09:19:32,44.98105882331502,-93.26885290086706,Adult,White,general
2024-08-21 09:19:36,44.980921281438334,-93.26897130214275,Adult,White,Transit
2024-08-21 09:19:38,44.98084407795653,-93.26903558595993,Adult,Black,Transit
2024-08-21 09:19:39,44.980806933601656,-93.26906035767253,Adult,Black,Transit
2024-08-21 09:19:41,44.98074164288745,-93.26908467996797,Adult,Black,general
2024-08-21 09:19:43,44.98068010528207,-93.26913173186418,Adult,White,general
2024-08-21 09:19:43,44.98068010528207,-93.26913173186418,Adult,White,general
2024-08-21 09:19:44,44.98064591130676,-93.269162142882,Adult,White,general
2024-08-21 09:19:45,44.980614703255746,-93.2691760786884,Adult,Black,general
2024-08-21 09:19:47,44.98056112963634,-93.26920278151931,Adult,Other,general
2024-08-21 09:19:58,44.98054430372554,-93.26914086950978,Adult,White,general
2024-08-21 09:19:59,44.98055944334609,-93.26917445582268,Adult,Other,general
2024-08-21 09:19:59,44.98055944334609,-93.26917445582268,Adult,Other,Transit
2024-08-21 09:20:02,44.98056824435307,-93.26918354183024,Senior,White,general
2024-08-21 09:20:04,44.9805509147792,-93.26918962690979,Senior,White,general
2024-08-21 09:20:36,44.98017680093288,-93.269473067518,Adult,White,general
2024-08-21 09:20:37,44.980156547402764,-93.26949840222058,Adult,White,general
2024-08-21 09:20:38,44.98012867909128,-93.26950775185719,Adult,Black,general
2024-08-21 09:20:39,44.980095628514015,-93.26953571468788,Adult,Black,general
2024-08-21 09:20:41,44.9800359101494,-93.26958967503094,Adult,Other,general
2024-08-21 09:20:42,44.98000296176277,-93.269610042995,Adult,Other,general
2024-08-21 09:20:43,44.97997087978985,-93.26964015471663,Adult,Other,general
2024-08-21 09:20:44,44.97994817921539,-93.26967493966553,Adult,Other,general
2024-08-21 09:20:45,44.97994817921539,-93.26967493966553,Adult,Other,general
2024-08-21 09:20:46,44.97991807070381,-93.26970120271051,Adult,Other,general
2024-08-21 09:20:54,44.9796416155289,-93.26993883237925,Adult,Other,general
2024-08-21 09:20:56,44.97959707881879,-93.26997222073828,Adult,White,general
2024-08-21 09:20:57,44.97958798344865,-93.26998140396192,Adult,White,general
2024-08-21 09:20:58,44.97955766461074,-93.2699990048807,Adult,Other,general
2024-08-21 09:20:59,44.9795274043453,-93.27002145342752,Adult,Other,general
2024-08-21 09:21:00,44.97951727411029,-93.27003536774951,Adult,Other,general
2024-08-21 09:21:01,44.97949876703581,-93.27005245112363,Adult,White,general
2024-08-21 09:21:03,44.9794925246093,-93.27005943798669,Adult,White,general
2024-08-21 09:21:04,44.97945465533743,-93.27008688272075,Adult,White,general
2024-08-21 09:21:05,44.97944417619756,-93.27009466293539,Adult,White,general
2024-08-21 09:21:06,44.97942721538321,-93.27010713995698,Adult,White,general
2024-08-21 09:21:14,44.97934653389543,-93.27017073443703,Adult,White,general
2024-08-21 09:21:42,44.97930299697368,-93.27015108710212,Adult,Other,general
2024-08-21 09:21:47,44.97930168311608,-93.27014823606953,Adult,Black,Transit
2024-08-21 09:21:50,44.97930288777867,-93.27014968843888,Adult,Other,Transit
2024-08-21 09:21:54,44.97930326482334,-93.2701529268198,Adult,Other,Transit
2024-08-21 09:21:56,44.97930294991085,-93.27015676179352,Adult,Other,general
2024-08-21 09:21:58,44.97930279815435,-93.27015870150086,Adult,Black,general
2024-08-21 09:22:00,44.97930199141135,-93.27016173686812,Adult,Black,Transit
2024-08-21 09:22:03,44.97930361315142,-93.27016308448621,Young,Black,general
2024-08-21 09:22:16,44.97930388219198,-93.2701618440289,Adult,Black,Bike
2024-08-21 09:22:22,44.97923828273962,-93.27021177757442,Adult,Other,general
2024-08-21 09:22:27,44.97910988143981,-93.27032685136005,Adult,Black,Transit
2024-08-21 09:22:28,44.979090281561,-93.27035375340469,Adult,White,general
2024-08-21 09:22:29,44.97906555350013,-93.270383915112,Adult,White,general
2024-08-21 09:22:37,44.978980282038,-93.27047818706863,Adult,Other,general
2024-08-21 09:22:40,44.978986512344314,-93.27048161100433,Adult,Other,general
2024-08-21 09:22:41,44.978986512344314,-93.27048161100433,Adult,Other,general
2024-08-21 09:22:42,44.978986512344314,-93.27048161100433,Adult,Other,general
2024-08-21 09:22:42,44.978986512344314,-93.27048161100433,Adult,Other,general
2024-08-21 09:22:43,44.97898019285841,-93.27049608438536,Adult,Other,general
