Time,Latitude,Longitude,info 1,info 2,info 3
2024-08-21 07:57:41,44.98167607586962,-93.26834362967203,Adult,White,general
2024-08-21 07:57:52,44.981675017042946,-93.26831060999342,Adult,Other,general
2024-08-21 07:57:53,44.981680682444896,-93.2683073131988,Adult,Other,general
2024-08-21 07:57:59,44.981634298948755,-93.26828459402932,Adult,White,general
2024-08-21 07:57:59,44.981634298948755,-93.26828459402932,Adult,White,general
2024-08-21 07:58:01,44.981573521587606,-93.26835314070742,Adult,Other,general
2024-08-21 07:58:02,44.981537730797235,-93.2683848079283,Adult,Other,general
2024-08-21 07:58:04,44.98146758578401,-93.26843725872384,Adult,White,general
2024-08-21 07:58:09,44.98124696979809,-93.26859325066869,Adult,White,general
2024-08-21 07:58:10,44.9811988064504,-93.26863829091417,Adult,Black,general
2024-08-21 07:58:11,44.98115332253331,-93.26869822610564,Adult,White,general
2024-08-21 07:58:12,44.98110170239684,-93.26875383392051,Adult,White,general
2024-08-21 07:58:13,44.98110170239684,-93.26875383392051,Adult,White,general
2024-08-21 07:58:13,44.981046105982216,-93.26880311449716,Adult,Other,general
2024-08-21 07:58:14,44.980997068335135,-93.26886089299511,Adult,White,general
2024-08-21 07:58:18,44.98080944500102,-93.2690574370493,Adult,White,Bike
2024-08-21 07:58:38,44.980386453918825,-93.26933868881763,Adult,Other,general
2024-08-21 07:58:41,44.98026451252787,-93.2694364218549,Adult,White,general
2024-08-21 07:58:42,44.980219917425494,-93.26946757170329,Adult,White,general
2024-08-21 07:58:43,44.980184150690974,-93.26949032249814,Adult,Black,general
2024-08-21 07:58:44,44.98015554723444,-93.26948477341786,Adult,Black,general
2024-08-21 07:58:45,44.980111329368086,-93.26953963235108,Adult,Black,general
2024-08-21 07:58:46,44.98006898352092,-93.26957746555586,Adult,Black,general
2024-08-21 07:58:47,44.98003517490952,-93.26960284856932,Adult,Black,general
2024-08-21 07:58:47,44.98003517490952,-93.26960284856932,Adult,Other,general
2024-08-21 07:58:48,44.98001014870434,-93.26961801877538,Adult,Other,general
2024-08-21 07:58:50,44.979968133358135,-93.26965106589364,Adult,White,general
2024-08-21 07:59:15,44.979921507250964,-93.26978999152591,Adult,Black,general
2024-08-21 07:59:16,44.979921274324525,-93.2697906137842,Adult,Black,general
2024-08-21 07:59:17,44.979920215923755,-93.26978985552249,Adult,Black,general
2024-08-21 07:59:19,44.9799192678913,-93.26978786556028,Adult,White,general
2024-08-21 07:59:20,44.97991765389414,-93.26978832252038,Adult,White,general
2024-08-21 07:59:29,44.979916552408326,-93.26979083432413,Adult,Black,general
2024-08-21 07:59:32,44.979917244999925,-93.26978953731611,Adult,Asian,general
2024-08-21 07:59:42,44.979919809498426,-93.26979550302246,Adult,White,general
2024-08-21 07:59:54,44.979730876505144,-93.26994235281236,Adult,Black,general
2024-08-21 07:59:55,44.97967713714544,-93.26998721399178,Adult,Other,general
2024-08-21 07:59:56,44.97962007843165,-93.27003206692562,Adult,Other,general
2024-08-21 07:59:58,44.97951388581251,-93.2701352949787,Adult,Black,Transit
2024-08-21 07:59:59,44.979462143808185,-93.2701817116285,Adult,Black,Transit
2024-08-21 08:00:00,44.97940672129401,-93.27021961269426,Adult,White,Transit
2024-08-21 08:00:01,44.979367498283814,-93.27025632655774,Adult,White,Transit
2024-08-21 08:00:02,44.979333577135414,-93.27030078854534,Adult,Black,Transit
2024-08-21 08:00:05,44.979220498118195,-93.27040984344178,Adult,Black,Transit
2024-08-21 08:00:06,44.979220498118195,-93.27040984344178,Adult,White,general
2024-08-21 08:00:09,44.979041770186406,-93.27049268501344,Adult,White,general
2024-08-21 08:00:12,44.97892656433177,-93.27059330029648,Adult,White,general
